#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,
0,,装着した防具の炎耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,985,
0,,装着した防具の炎耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,986,
0,,装着した防具の炎耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,987,
0,,装着した防具の氷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,988,
0,,装着した防具の氷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,989,
0,,装着した防具の氷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,990,
0,,装着した防具の雷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,991,
0,,装着した防具の雷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,992,
0,,装着した防具の雷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,993,
0,,装着した防具の聖耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,994,
0,,装着した防具の聖耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,995,
0,,装着した防具の聖耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,996,
0,,装着した防具の闇耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,997,
0,,装着した防具の闇耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,998,
0,,装着した防具の闇耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,999,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1000,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1001,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1002,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1003,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1004,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1005,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1006,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1007,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1008,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1009,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1010,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1011,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1012,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1013,
0,,装着した防具の属性異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1014,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1015,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1016,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1017,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1018,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1019,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1020,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1021,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1022,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1023,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1024,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1025,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1026,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1027,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1028,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1029,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1030,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1031,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1032,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1033,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1034,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1035,
0,,装着した防具の状態異常耐性が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1036,
0,,"毛系のクラフト用素材
強力なキメラ族（ＬＶ．56～）の
獅子頭のタテガミ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1037,
0,,"皮革系のクラフト用素材
武装した巨人族（ＬＶ．56～）から
できるだけ大きく採った皮",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1038,
0,,"羽根系のクラフト用素材
グリフィン族（ＬＶ．56～）の翼から採れる
特に美しく大きな羽根",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1039,
0,,"鉱石系のクラフト用素材
強力なコカトリス（ＬＶ．56～）の
胃の中で磨かれた石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1040,
0,,"砂系のクラフト用素材
思念体（ＬＶ．55～）が運んだいずこかの砂",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1041,
0,,"木材系のクラフト用素材
エント（ＬＶ．55～）から剥ぎ取った
身じろぎする樹皮。希少品",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1042,
0,,"液体系のクラフト用素材
強力なオーク（ＬＶ．55～）秘蔵の
かなりの年代物と思われる異臭を放つ酒液",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1043,
0,,"金属系のクラフト用素材
力強い緑色に輝く合成金属の塊",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1044,
0,,"布系のクラフト用素材
魔除けの力が込められた光沢のある布",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1045,
0,,"糸系のクラフト用素材
高度な技術で紡がれた見えないほど細く軽い糸",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1046,
0,,"魔道書系のクラフト用素材
強力な魔力の印が付与されたスクロール",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1047,
0,,"入手機会が限られたクラフト用素材
禍々しく不気味な質感の翼膜",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1048,
0,,"入手機会が限られたクラフト用素材
幾人もの血を吸った革製のベルト",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1049,
0,,"強力な武具を作る際に必要な
白竜の力が込められた物質
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1050,
0,,"古種族の武具を再現する試みのため
作り出された物質
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1051,
0,,"錬金素材で特殊な武具を作る際に
基盤として使う物質
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1052,
0,,"爪牙系のクラフト用素材
霊竜の結晶化した透明の牙。希少品",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1053,
0,,"まるで重さを感じないリング状プレート
さまざまな素材を合成し鍛えた貴重品
《鑑定交換》の取引対象になるようだ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1054,
0,,"竜の祝福が込められたリング状プレート
覚者の力に呼応する性質がある貴重品
《鑑定交換》の取引対象になるようだ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1055,
0,,"特定の場所でのみ入手できるクラフト用素材
瘴気に晒され濁った竜力が結晶化したもの",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1056,
0,,"特定の場所でのみ入手できるクラフト用素材
祭祀場に渦巻く古い竜力が結晶化したもの",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1057,
0,,"入手機会が限られたクラフト用素材
大地の力が宿るガラス質の欠片",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1058,
0,,"入手機会が限られたクラフト用素材
大地の力が宿る大樹からできた琥珀",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1059,
0,,"入手機会が限られたクラフト用素材
大地の力が凝縮された多角の水晶",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1060,
0,,"入手機会が限られたクラフト用素材
秩序の乱れを誘発する妖しき雫",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1061,
0,,"入手機会が限られたクラフト用素材
秩序の乱れを誘発する妖しき水",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1062,
0,,"入手機会が限られたクラフト用素材
秩序の乱れを誘発する妖しき氷塊",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1063,
0,,"特定の場所でのみ入手できるクラフト用素材
大樹の生命力を含む竜力が結晶化したもの",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1064,
0,,"特定の場所でのみ入手できるクラフト用素材
黄金の輝きを放つ竜力が結晶化したもの",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1065,
0,,"雑多なクラフト用素材
真珠のように輝く乳白色の希少な貝",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1066,
0,,"戦徒との契約に必要な神秘の石片
新たな契約のためには規定個数必要",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1067,
0,,"《グリッテン砦攻防戦》
で高い戦果を上げた者に送られる勲章
高値で売却することができる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1068,
0,,"《グリッテン砦攻防戦》
で優れた戦果を上げた者に送られる勲章
高値で売却することができる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1069,
0,,"レスタニアの守り手たる者に送られる品
大いなる白竜の力を帯びている",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1070,
0,,"角系のクラフト用素材
大魔ズールの波打ち湾曲した大角",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1071,
0,,"《竜の巣》でのみ手に入る
わずかな竜力が宿る石片
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1072,
0,,"《竜の巣》でのみ手に入る
竜力が宿る大きな石
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1073,
0,,"《竜の巣》でのみ手に入る
強い竜力で輝く美しい石
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1074,
0,,"レスタニアを巡る竜力を精製した結晶
その結晶は、覚者にとって
強力な武具の材料となる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1075,
0,,"レスタニアを巡る竜力を精製した結晶
高純度の結晶は、覚者にとって
強力な武具の材料となる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1076,
0,,"レスタニアを巡る竜力を精製した結晶
輝きに包まれた結晶は、覚者にとって
強力な武具の材料となる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1077,
0,,"レスタニアを巡る竜力を精製した結晶
白竜の祝福を受けた結晶は、覚者にとって
強力な武具の材料となる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1078,
0,,"黄金竜を生みだす錬金秘術に
用いられたとされる楔
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1079,
0,,"黄金竜を生みだす錬金秘術に
用いられたとされる祭器
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1080,
0,,"黄金竜を生みだす錬金秘術に
用いられたとされる竜力の宝珠
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1081,
0,,"《ハイデル平原》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1082,
0,,"《ブリア海岸》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1083,
0,,"《ミスリウ森林》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1084,
0,,"《ボルド鉱山》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1085,
0,,"《ダウ渓谷》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1086,
0,,"《ミスリウ森林深部》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1087,
0,,"《バートランド平原》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1088,
0,,"《ディナン深層林》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1089,
0,,"《バートランド平原北部》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1090,
0,,"《ザンドラ東部》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1091,
0,,"《ザンドラ禁域》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1092,
0,,"《亡都メルゴダ》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1093,
0,,"《竜の巣》でのみ手に入る
竜鱗が風化した特殊な砂
特定武具の強化素材になる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1094,
0,,"《竜の巣》でのみ手に入る
竜鱗が風化した特殊な大粒の砂
特定武具の強化素材になる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1095,
0,,"《竜の巣》でのみ手に入る
竜鱗が風化した特殊な古地層の砂
特定武具の強化素材になる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1096,
0,,"ダッシュ時に消費するスタミナ量が
軽減される",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1097,
0,,ジャンプ時、より高く跳びあがれる,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1098,
0,,クライム時の移動速度が上昇する,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1099,
0,,"風を模した紋章入りのリング状プレート
さまざまな素材を合成し鍛えた貴重品
《鑑定交換》の取引対象になるようだ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1100,
0,,"翼を模した紋章入りのリング状プレート
さまざまな素材を合成し鍛えた貴重品
《鑑定交換》の取引対象になるようだ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1101,
0,,"掌を模した紋章入りのリング状プレート
さまざまな素材を合成し鍛えた貴重品
《鑑定交換》の取引対象になるようだ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1102,
0,,"鉱石系のクラフト用素材
角ばっていて割れやすい
冷気を秘めた鉱石の欠片",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1103,
0,,"鉱石系のクラフト用素材
角ばっていて割れやすい
冷気を秘めた鉱石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1104,
0,,"鉱石系のクラフト用素材
まるで指のように見える小さな石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1105,
0,,"鉱石系のクラフト用素材
腕のように見える奇妙な形の石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1106,
0,,"鉱石系のクラフト用素材
不衛生な環境で発見されることが多い鉱石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1107,
0,,"雑多なクラフト用素材
広く使われている伝統的な火薬",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1108,
0,,装着した武器の威力が強まるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1109,
0,,装着した武器の魔力が強まるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1110,
0,,装着した武器に状態異常を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1111,
0,,装着した武器に状態異常を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1112,
0,,装着した武器に状態異常を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1113,
0,,装着した武器に状態異常を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1114,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1115,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1116,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1117,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1118,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1119,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1120,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1121,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1122,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1123,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1124,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1125,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1126,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1127,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1128,
0,,装着した武器に対敵特効を付与するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1129,
0,,装着した防具の守りが強まるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1130,
0,,装着した防具の魔防が強まるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1131,
0,,装着した防具の耐久力が上昇するクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1132,
0,,装着した防具の生命治癒力が増すクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1133,
0,,装着した防具の炎耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1134,
0,,装着した防具の氷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1135,
0,,装着した防具の雷耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1136,
0,,装着した防具の聖耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1137,
0,,装着した防具の闇耐性が上がるクレスト,   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1138,
0,,"《鑑定交換》で利用できるジュエリー
どんな効果を持つジュエリーになるかは
現時点では不明",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1139,
0,,"雑多なクラフト用素材
何らかのスペルが書き込まれた切れ端",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1140,
0,,"魔導書系のクラフト用素材
見慣れぬ印が付与されたスクロール",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1141,
0,,"キノコ系のクラフト用素材
暗く湿った場所に生える
ほのかに銀色に輝く苔",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1142,
0,,"キノコ系のクラフト用素材
魔力を吸収し暗所で銀色に光る苔",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1143,
0,,"宝石系のクラフト用素材
灰がかったような奥深い色味をもつ宝石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1144,
0,,"宝石系のクラフト用素材
過ぎ去りし時の記憶を封じたといわれる宝石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1145,
0,,"鉱石系のクラフト用素材
ボルド鉱山で産出される極めて良質な石炭",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1146,
0,,"宝石系のクラフト用素材
ボルド鉱山で稀に見つかる良質なダイヤ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1147,
0,,"雑多なクラフト用素材
墓場に散らばる怨嗟のこもった小石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1148,
0,,"雑多なクラフト用素材
罪人に使われていた重い石枷",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1149,
0,,"肉系のクラフト用素材
胞子によって濁った侵食ゴアサイクロプスの目玉",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1150,
0,,"鉱石系のクラフト用素材
洞窟内で生成された鍾乳石の先端",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1151,
0,,"鉱石系のクラフト用素材
発光性微生物を内包しほの青く光る鍾乳石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1152,
0,,"角系のクラフト用素材
侵食症状により変色した巨大な角",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1153,
0,,"金属系のクラフト系素材
フロスト・マキナの装甲に含まれる
霜が付くほど超低温の金属塊",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1154,
0,,"《魔赤島》で高い功績をあげた者に
のみ送られる名誉ある記章
特定武具のクラフト素材に使用できる",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1155,
0,,"特定の場所でのみ入手できるクラフト用素材
天空に広がる竜力が結晶化したもの",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1156,
0,,"入手機会の限られたクラフト素材
ハリのある竜髭",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1157,
0,,"入手機会の限られたクラフト素材
特に長くハリのある竜髭",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1158,
0,,"入手機会の限られたクラフト素材
強い竜力に満ちた長い竜髭",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1159,
0,,"砂系のクラフト用素材
純度を高めた軟らかな固形のロウ
特定武具のクラフトに利用できる
白竜神殿素材屋で購入可能",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1160,
0,,"鉱石系のクラフト用素材
特定の洞窟内で発見される
つぼみのように見える小さな小石",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1161,
0,,"鉱石系のクラフト用素材
花のような石を集めたブーケ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1162,
0,,"雑多なクラフト用素材
暗いところを好む、糸を吐くイモムシ",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1163,
0,,"雑多なクラフト用素材
ホラアナカイコの繭から作った強度のある糸",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1164,
0,,"皮革系のクラフト用素材
何年も潜み大きく成長した獣の皮",   ,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1165,
